timestamp,message
1757887438615,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVGTWDEV"", ""instance_id"": ""i-05634690d2de085a0"", ""file_path"": ""/usr/sap/GWD/D01/work/available.log"", ""status"": ""AVAILABLE"", ""details"": ""Service is available"", ""raw_output"": ""Available   04.09.2025 08:30:26 - 14.09.2025 17:03:31"", ""timestamp"": ""2025-09-14T22:03:58.615898"", ""environment"": ""QADEV""}
"
1757887438615,"Thread 7: Completed processing, 2 metrics
"
1757887438650,"[INFO] ✅ SRVERPQA-28/08/2025 - SAP heartbeat AVAILABLE
"
1757887438650,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVERPQA-28/08/2025"", ""instance_id"": ""i-05b2454bb08ed6c8f"", ""file_path"": ""/usr/sap/DAA/SMDA98/work/available.log"", ""status"": ""AVAILABLE"", ""details"": ""Service is available"", ""raw_output"": ""Available   29.08.2025 21:54:07 - 14.09.2025 17:03:15"", ""timestamp"": ""2025-09-14T22:03:58.650446"", ""environment"": ""QADEV""}
"
1757887438650,"[WARN] ❌ SRVERPQA-28/08/2025 - SAP heartbeat UNAVAILABLE
"
1757887438654,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVERPQA-28/08/2025"", ""instance_id"": ""i-05b2454bb08ed6c8f"", ""file_path"": ""/usr/sap/EPQ/J02/work/available.log"", ""status"": ""UNAVAILABLE"", ""details"": ""Service marked as unavailable in log"", ""raw_output"": ""Unavailable 29.08.2025 22:46:07 - 14.09.2025 17:03:15"", ""timestamp"": ""2025-09-14T22:03:58.654000"", ""environment"": ""QADEV""}
"
1757887438654,"[INFO] ✅ SRVERPQA-28/08/2025 - SAP heartbeat AVAILABLE
"
1757887438654,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVERPQA-28/08/2025"", ""instance_id"": ""i-05b2454bb08ed6c8f"", ""file_path"": ""/usr/sap/EPQ/SCS03/work/available.log"", ""status"": ""AVAILABLE"", ""details"": ""Service is available"", ""raw_output"": ""Available   29.08.2025 22:15:07 - 14.09.2025 17:03:15"", ""timestamp"": ""2025-09-14T22:03:58.654122"", ""environment"": ""QADEV""}
"
1757887438654,"[INFO] ✅ SRVERPQA-28/08/2025 - SAP heartbeat AVAILABLE
"
1757887438654,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVERPQA-28/08/2025"", ""instance_id"": ""i-05b2454bb08ed6c8f"", ""file_path"": ""/usr/sap/ERQ/ASCS01/work/available.log"", ""status"": ""AVAILABLE"", ""details"": ""Service is available"", ""raw_output"": ""Available   29.08.2025 22:11:06 - 14.09.2025 17:03:13"", ""timestamp"": ""2025-09-14T22:03:58.654156"", ""environment"": ""QADEV""}
"
1757887438654,"[INFO] ✅ SRVERPQA-28/08/2025 - SAP heartbeat AVAILABLE
"
1757887438654,"FILE_CHECK_DETAIL: {""vm_name"": ""SRVERPQA-28/08/2025"", ""instance_id"": ""i-05b2454bb08ed6c8f"", ""file_path"": ""/usr/sap/ERQ/D00/work/available.log"", ""status"": ""AVAILABLE"", ""details"": ""Service is available"", ""raw_output"": ""Available   29.08.2025 22:11:07 - 14.09.2025 17:03:15"", ""timestamp"": ""2025-09-14T22:03:58.654185"", ""environment"": ""QADEV""}
"
1757887438654,"Thread 5: Completed processing, 5 metrics
"
1757887438934,"Published 25 metrics to CloudWatch
"
